temp_level,moisture,wind_risk,rain_status,advisory_type,status,severity_score,title,message,time_window,icon_type,source,uid,created_at,updated_at,deleted_at
Extreme Heat,Very Dry,Strong Gusts,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,ff1719f3-4e07-4635-aca8-393eff27d715,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,8b0e6bc8-0098-48e1-b7e8-14b601f44a7c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,13143151-0c85-48fe-8285-b7f6cb2017c1,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,46604f75-01a3-4ad8-b702-9eef1d457ab1,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,1d13fddf-4722-4c0c-bb75-6e3d11bd70b0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,e171b640-8977-46ad-9701-196960a99802,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,1080e41c-1b7e-4621-a86d-ae9a490617ee,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,60dd73cd-aa31-44af-a83b-2987861152a5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,fd8ffe4d-b8d2-41b4-b783-a9ce6f76875c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,2fc4f8e6-f1ea-4fe5-99c7-43df87d72ef7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,9c332962-6540-4a14-8f4e-7fc2179ff60e,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,c253129a-7146-48ef-be8c-d8c6f8deb5f8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Calm,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,2e6002af-ce19-4856-abe3-71b6f95c9782,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,db8dd827-c010-406a-8bba-443653ac709b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,7c820104-fb8e-4e1b-82ed-c6483f8a3f3d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,37e4cfd8-2e3c-49ea-b860-050291d98d5c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,8a4bac8c-c47d-45b0-80f9-710ed09c6422,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,3556a30a-a65f-4ef0-9122-491ba620f185,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,40f8c9e4-55a0-43f8-9580-7071d73c00ff,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,9ab7a492-61ff-4062-8131-e7b775c084d1,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,a518c96c-0ffe-4ddf-bea0-c91d06fd7372,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,47e155b5-7917-41ba-a550-512cbcd81555,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,a0ecbd74-7b76-4c23-bcc0-dba213450339,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,ffd8b4d7-ace6-42cc-9bbf-c172b0cda608,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Breezy,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,a4431e7f-1714-4a62-96a4-8c77ac339788,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,ae3f7d0b-786c-4a26-8ffd-ff8908e6ae8b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,ee94dbd2-680e-45ff-a179-fe9ee0890ad6,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,704c613d-020a-4999-b7b4-39aaee7c95b1,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,03780fa8-ac87-4780-94a3-8467c94d2c20,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,86e46edd-89cd-4eef-8cab-6c881ab99f2d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,6eef1aa4-0f0f-4a74-92d4-35a4c17d37f4,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,4c909883-e3c4-41c3-8a9d-a4f8b3efb996,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,7dedd08f-809f-415f-a888-b82494ba90d8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,63a098c3-84ca-4110-b994-c1ae9c2036ce,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,9fe803a4-6c0c-408f-9039-c0be1c857ea0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,f3941627-cde5-4e49-aefa-47ccd5eeeb6c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Balanced,Strong Gusts,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,bc8428e2-c1fd-4eb7-a93b-555c98f8a91f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,3700749c-d54d-4eb2-adc8-7e9715e4001a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,d0cb528b-391e-46f2-99b7-b6667e67f49a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,9032dd1c-f303-467a-a504-e9c8edb02d52,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,419c3338-b49d-439e-89fd-6cd8306d4d0b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,fc0ea838-0c7f-4751-8b03-a714ab107b22,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,b3ac480a-f9f3-44e5-a91b-390efedeed39,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,dca71816-583c-4e13-8415-fbd381861e18,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,813a7d1c-e763-4771-9eda-824662934ce5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,b303f26f-c069-47e9-b57e-048351fe9c0a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,0356bf1e-f5ab-4825-9b26-e249d86e93e8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,18efb735-6aa0-42d3-8897-2eabdcbacd5c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Calm,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,c54e66d5-abde-4a47-a043-e11f19cf203a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,a4d23eb6-1248-408f-9556-8e16156c8cb3,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,2d749f03-f2a1-4085-a8cc-700e7536b469,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,b497c495-ed59-4e05-b12b-9ea4ec87038b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,c10f7bb1-2325-43b5-bf67-1cf26d26bb9c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,451575c1-d612-4350-843c-107528c4231f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,bf98f8c5-78a6-4b84-b2fe-74e283fa3d8b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,9cb0767e-cf59-425d-95c2-7c61e75032d5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,a7164587-fe47-43ad-94fd-fda476b0cb81,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,6e5ab031-2865-4445-9c3a-92cbfcd76883,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,8d851b44-6269-484c-8652-859d12d2edc7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,c7ed1b38-44bc-406c-aa75-32bb1ce2ecae,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Breezy,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,915ede21-8767-4f43-9a9f-76e8f03ebf74,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,22e8ff2d-4e1d-4006-9a5f-7d283133e7ce,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,89c98e91-20ad-4928-97e3-d5fb3c361432,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,e89b7e2d-cbfc-4b05-a101-16d975f80b92,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,aaafb165-714b-4b9f-8d2c-330087327bb3,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,d038472a-8109-45b5-a411-0d720194dce6,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,47cb027c-492d-4a64-b643-81c99e920332,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,c856cd58-8bfe-4961-82c8-7cf97c6aad32,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,232842c6-c8f3-4f57-a457-5f9f07147679,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,4fd3e8fd-bccd-443c-9e8d-497ee2dcaf22,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,8eb2872e-8a4c-4ed8-922f-b74dfa269f63,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,3b5bb303-2009-411f-ad55-7dec138da214,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Humid,Strong Gusts,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,d7aa0aaa-3bf2-4df5-9b10-36f77c0f78ab,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
